date,item_name,category,unit,price,is_anomaly
2024-07-15,Apple,Fruits,kg,283.0,False
2024-07-22,Apple,Fruits,kg,268.0,False
2024-07-29,Apple,Fruits,kg,285.0,False
2024-08-05,Apple,Fruits,kg,299.0,False
2024-08-12,Apple,Fruits,kg,286.0,False
2024-08-19,Apple,Fruits,kg,281.0,False
2024-08-26,Apple,Fruits,kg,309.0,False
2024-09-02,Apple,Fruits,kg,326.0,False
2024-09-09,Apple,Fruits,kg,321.0,False
2024-09-16,Apple,Fruits,kg,326.0,False
2024-09-23,Apple,Fruits,kg,280.0,False
2024-09-30,Apple,Fruits,kg,307.0,False
2024-10-07,Apple,Fruits,kg,359.0,False
2024-10-14,Apple,Fruits,kg,348.0,False
2024-10-21,Apple,Fruits,kg,316.0,False
2024-10-28,Apple,Fruits,kg,344.0,False
2024-11-04,Apple,Fruits,kg,343.0,False
2024-11-11,Apple,Fruits,kg,368.0,False
2024-11-18,Apple,Fruits,kg,356.0,False
2024-11-25,Apple,Fruits,kg,329.0,False
2024-12-02,Apple,Fruits,kg,357.0,False
2024-12-09,Apple,Fruits,kg,368.0,False
2024-12-16,Apple,Fruits,kg,316.0,False
2024-12-23,Apple,Fruits,kg,354.0,False
2024-12-30,Apple,Fruits,kg,333.0,False
2025-01-06,Apple,Fruits,kg,349.0,False
2025-01-13,Apple,Fruits,kg,327.0,False
2025-01-20,Apple,Fruits,kg,363.0,False
2025-01-27,Apple,Fruits,kg,306.0,False
2025-02-03,Apple,Fruits,kg,330.0,False
2025-02-10,Apple,Fruits,kg,320.0,False
2025-02-17,Apple,Fruits,kg,303.0,False
2025-02-24,Apple,Fruits,kg,320.0,False
2025-03-03,Apple,Fruits,kg,294.0,False
2025-03-10,Apple,Fruits,kg,296.0,False
2025-03-17,Apple,Fruits,kg,287.0,False
2025-03-24,Apple,Fruits,kg,303.0,False
2025-03-31,Apple,Fruits,kg,290.0,False
2025-04-07,Apple,Fruits,kg,267.0,False
2025-04-14,Apple,Fruits,kg,287.0,False
2025-04-21,Apple,Fruits,kg,267.0,False
2025-04-28,Apple,Fruits,kg,270.0,False
2025-05-05,Apple,Fruits,kg,275.0,False
2025-05-12,Apple,Fruits,kg,296.0,False
2025-05-19,Apple,Fruits,kg,286.0,False
2025-05-26,Apple,Fruits,kg,308.0,False
2025-06-02,Apple,Fruits,kg,273.0,False
2025-06-09,Apple,Fruits,kg,286.0,False
2025-06-16,Apple,Fruits,kg,312.0,False
2025-06-23,Apple,Fruits,kg,302.0,False
2025-06-30,Apple,Fruits,kg,307.0,False
2025-07-07,Apple,Fruits,kg,291.0,False
2025-07-14,Apple,Fruits,kg,308.0,False
2025-07-21,Apple,Fruits,kg,299.0,False
2025-07-28,Apple,Fruits,kg,310.0,False
2025-08-04,Apple,Fruits,kg,336.0,False
2025-08-11,Apple,Fruits,kg,317.0,False
2025-08-18,Apple,Fruits,kg,353.0,False
2025-08-25,Apple,Fruits,kg,362.0,False
2025-09-01,Apple,Fruits,kg,362.0,False
2025-09-08,Apple,Fruits,kg,371.0,False
2025-09-15,Apple,Fruits,kg,370.0,False
2025-09-22,Apple,Fruits,kg,397.0,False
2025-09-29,Apple,Fruits,kg,385.0,False
2025-10-06,Apple,Fruits,kg,408.0,False
2025-10-13,Apple,Fruits,kg,394.0,False
2025-10-20,Apple,Fruits,kg,355.0,False
2025-10-27,Apple,Fruits,kg,438.0,False
2025-11-03,Apple,Fruits,kg,402.0,False
2025-11-10,Apple,Fruits,kg,450.0,False
2025-11-17,Apple,Fruits,kg,385.0,False
2025-11-24,Apple,Fruits,kg,437.0,False
2025-12-01,Apple,Fruits,kg,399.0,False
2025-12-08,Apple,Fruits,kg,421.0,False
2025-12-15,Apple,Fruits,kg,453.0,False
2025-12-22,Apple,Fruits,kg,437.0,False
2025-12-29,Apple,Fruits,kg,391.0,False
2026-01-05,Apple,Fruits,kg,413.0,False
2026-01-12,Apple,Fruits,kg,393.0,False
2026-01-19,Apple,Fruits,kg,366.0,False
2026-01-26,Apple,Fruits,kg,423.0,False
2026-02-02,Apple,Fruits,kg,425.0,False
2026-02-09,Apple,Fruits,kg,360.0,False
2026-02-16,Apple,Fruits,kg,365.0,False
2026-02-23,Apple,Fruits,kg,373.0,False
2026-03-02,Apple,Fruits,kg,341.0,False
2026-03-09,Apple,Fruits,kg,378.0,False
2026-03-16,Apple,Fruits,kg,351.0,False
2026-03-23,Apple,Fruits,kg,319.0,False
2026-03-30,Apple,Fruits,kg,345.0,False
2026-04-06,Apple,Fruits,kg,323.0,False
2026-04-13,Apple,Fruits,kg,361.0,False
2026-04-20,Apple,Fruits,kg,329.0,False
2026-04-27,Apple,Fruits,kg,351.0,False
2026-05-04,Apple,Fruits,kg,330.0,False
2026-05-11,Apple,Fruits,kg,332.0,False
2026-05-18,Apple,Fruits,kg,352.0,False
2026-05-25,Apple,Fruits,kg,320.0,False
2026-06-01,Apple,Fruits,kg,340.0,False
2026-06-08,Apple,Fruits,kg,337.0,False
2026-06-15,Apple,Fruits,kg,340.0,False
2026-06-22,Apple,Fruits,kg,365.0,False
2026-06-29,Apple,Fruits,kg,331.0,False
2026-07-06,Apple,Fruits,kg,356.0,False
2026-07-13,Apple,Fruits,kg,393.0,False
2026-07-20,Apple,Fruits,kg,353.0,False
2026-07-27,Apple,Fruits,kg,377.0,False
2026-08-03,Apple,Fruits,kg,420.0,False
2023-08-14,Banana,Fruits,dozen,145.0,False
2023-08-21,Banana,Fruits,dozen,138.0,False
2023-08-28,Banana,Fruits,dozen,141.0,False
2023-09-04,Banana,Fruits,dozen,144.0,False
2023-09-11,Banana,Fruits,dozen,124.0,False
2023-09-18,Banana,Fruits,dozen,129.0,False
2023-09-25,Banana,Fruits,dozen,132.0,False
2023-10-02,Banana,Fruits,dozen,124.0,False
2023-10-09,Banana,Fruits,dozen,129.0,False
2023-10-16,Banana,Fruits,dozen,134.0,False
2023-10-23,Banana,Fruits,dozen,118.0,False
2023-10-30,Banana,Fruits,dozen,135.0,False
2023-11-06,Banana,Fruits,dozen,127.0,False
2023-11-13,Banana,Fruits,dozen,131.0,False
2023-11-20,Banana,Fruits,dozen,136.0,False
2023-11-27,Banana,Fruits,dozen,132.0,False
2023-12-04,Banana,Fruits,dozen,132.0,False
2023-12-11,Banana,Fruits,dozen,135.0,False
2023-12-18,Banana,Fruits,dozen,134.0,False
2023-12-25,Banana,Fruits,dozen,140.0,False
2024-01-01,Banana,Fruits,dozen,136.0,False
2024-01-08,Banana,Fruits,dozen,141.0,False
2024-01-15,Banana,Fruits,dozen,141.0,False
2024-01-22,Banana,Fruits,dozen,145.0,False
2024-01-29,Banana,Fruits,dozen,142.0,False
2024-02-05,Banana,Fruits,dozen,147.0,False
2024-02-12,Banana,Fruits,dozen,150.0,False
2024-02-19,Banana,Fruits,dozen,150.0,False
2024-02-26,Banana,Fruits,dozen,164.0,False
2024-03-04,Banana,Fruits,dozen,144.0,False
2024-03-11,Banana,Fruits,dozen,167.0,False
2024-03-18,Banana,Fruits,dozen,171.0,False
2024-03-25,Banana,Fruits,dozen,170.0,False
2024-04-01,Banana,Fruits,dozen,165.0,False
2024-04-08,Banana,Fruits,dozen,163.0,False
2024-04-15,Banana,Fruits,dozen,174.0,False
2024-04-22,Banana,Fruits,dozen,181.0,False
2024-04-29,Banana,Fruits,dozen,177.0,False
2024-05-06,Banana,Fruits,dozen,174.0,False
2024-05-13,Banana,Fruits,dozen,179.0,False
2024-05-20,Banana,Fruits,dozen,176.0,False
2024-05-27,Banana,Fruits,dozen,177.0,False
2024-06-03,Banana,Fruits,dozen,177.0,False
2024-06-10,Banana,Fruits,dozen,173.0,False
2024-06-17,Banana,Fruits,dozen,173.0,False
2024-06-24,Banana,Fruits,dozen,168.0,False
2024-07-01,Banana,Fruits,dozen,186.0,False
2024-07-08,Banana,Fruits,dozen,185.0,False
2024-07-15,Banana,Fruits,dozen,171.0,False
2024-07-22,Banana,Fruits,dozen,169.0,False
2024-07-29,Banana,Fruits,dozen,174.0,False
2024-08-05,Banana,Fruits,dozen,164.0,False
2024-08-12,Banana,Fruits,dozen,161.0,False
2024-08-19,Banana,Fruits,dozen,172.0,False
2024-08-26,Banana,Fruits,dozen,163.0,False
2024-09-02,Banana,Fruits,dozen,162.0,False
2024-09-09,Banana,Fruits,dozen,170.0,False
2024-09-16,Banana,Fruits,dozen,152.0,False
2024-09-23,Banana,Fruits,dozen,151.0,False
2024-09-30,Banana,Fruits,dozen,156.0,False
2024-10-07,Banana,Fruits,dozen,168.0,False
2024-10-14,Banana,Fruits,dozen,149.0,False
2024-10-21,Banana,Fruits,dozen,149.0,False
2024-10-28,Banana,Fruits,dozen,153.0,False
2024-11-04,Banana,Fruits,dozen,157.0,False
2024-11-11,Banana,Fruits,dozen,152.0,False
2024-11-18,Banana,Fruits,dozen,157.0,False
2024-11-25,Banana,Fruits,dozen,163.0,False
2024-12-02,Banana,Fruits,dozen,149.0,False
2024-12-09,Banana,Fruits,dozen,169.0,False
2024-12-16,Banana,Fruits,dozen,153.0,False
2024-12-23,Banana,Fruits,dozen,167.0,False
2024-12-30,Banana,Fruits,dozen,165.0,False
2025-01-06,Banana,Fruits,dozen,168.0,False
2025-01-13,Banana,Fruits,dozen,170.0,False
2025-01-20,Banana,Fruits,dozen,169.0,False
2025-01-27,Banana,Fruits,dozen,176.0,False
2025-02-03,Banana,Fruits,dozen,178.0,False
2025-02-10,Banana,Fruits,dozen,184.0,False
2025-02-17,Banana,Fruits,dozen,180.0,False
2025-02-24,Banana,Fruits,dozen,176.0,False
2025-03-03,Banana,Fruits,dozen,186.0,False
2025-03-10,Banana,Fruits,dozen,204.0,False
2025-03-17,Banana,Fruits,dozen,190.0,False
2025-03-24,Banana,Fruits,dozen,196.0,False
2025-03-31,Banana,Fruits,dozen,198.0,False
2025-04-07,Banana,Fruits,dozen,201.0,False
2025-04-14,Banana,Fruits,dozen,209.0,False
2025-04-21,Banana,Fruits,dozen,195.0,False
2025-04-28,Banana,Fruits,dozen,197.0,False
2025-05-05,Banana,Fruits,dozen,209.0,False
2025-05-12,Banana,Fruits,dozen,198.0,False
2025-05-19,Banana,Fruits,dozen,196.0,False
2025-05-26,Banana,Fruits,dozen,205.0,False
2025-06-02,Banana,Fruits,dozen,206.0,False
2025-06-09,Banana,Fruits,dozen,208.0,False
2025-06-16,Banana,Fruits,dozen,209.0,False
2025-06-23,Banana,Fruits,dozen,207.0,False
2025-06-30,Banana,Fruits,dozen,208.0,False
2025-07-07,Banana,Fruits,dozen,207.0,False
2025-07-14,Banana,Fruits,dozen,202.0,False
2025-07-21,Banana,Fruits,dozen,194.0,False
2025-07-28,Banana,Fruits,dozen,199.0,False
2025-08-04,Banana,Fruits,dozen,197.0,False
2025-08-11,Banana,Fruits,dozen,191.0,False
2025-08-18,Banana,Fruits,dozen,190.0,False
2025-08-25,Banana,Fruits,dozen,198.0,False
2025-09-01,Banana,Fruits,dozen,198.0,False
2025-09-08,Banana,Fruits,dozen,191.0,False
2025-09-15,Banana,Fruits,dozen,185.0,False
2025-09-22,Banana,Fruits,dozen,185.0,False
2025-09-29,Banana,Fruits,dozen,186.0,False
2025-10-06,Banana,Fruits,dozen,185.0,False
2025-10-13,Banana,Fruits,dozen,185.0,False
2025-10-20,Banana,Fruits,dozen,164.0,False
2025-10-27,Banana,Fruits,dozen,165.0,False
2025-11-03,Banana,Fruits,dozen,178.0,False
2025-11-10,Banana,Fruits,dozen,188.0,False
2025-11-17,Banana,Fruits,dozen,184.0,False
2025-11-24,Banana,Fruits,dozen,203.0,False
2025-12-01,Banana,Fruits,dozen,193.0,False
2025-12-08,Banana,Fruits,dozen,188.0,False
2025-12-15,Banana,Fruits,dozen,188.0,False
2025-12-22,Banana,Fruits,dozen,205.0,False
2025-12-29,Banana,Fruits,dozen,190.0,False
2026-01-05,Banana,Fruits,dozen,188.0,False
2026-01-12,Banana,Fruits,dozen,197.0,False
2026-01-19,Banana,Fruits,dozen,207.0,False
2026-01-26,Banana,Fruits,dozen,193.0,False
2026-02-02,Banana,Fruits,dozen,218.0,False
2026-02-09,Banana,Fruits,dozen,215.0,False
2026-02-16,Banana,Fruits,dozen,227.0,False
2026-02-23,Banana,Fruits,dozen,217.0,False
2026-03-02,Banana,Fruits,dozen,234.0,False
2026-03-09,Banana,Fruits,dozen,217.0,False
2026-03-16,Banana,Fruits,dozen,227.0,False
2026-03-23,Banana,Fruits,dozen,218.0,False
2026-03-30,Banana,Fruits,dozen,247.0,False
2026-04-06,Banana,Fruits,dozen,238.0,False
2026-04-13,Banana,Fruits,dozen,230.0,False
2026-04-20,Banana,Fruits,dozen,261.0,False
2026-04-27,Banana,Fruits,dozen,247.0,False
2026-05-04,Banana,Fruits,dozen,245.0,False
2026-05-11,Banana,Fruits,dozen,230.0,False
2026-05-18,Banana,Fruits,dozen,244.0,False
2026-05-25,Banana,Fruits,dozen,232.0,False
2026-06-01,Banana,Fruits,dozen,264.0,False
2026-06-08,Banana,Fruits,dozen,237.0,False
2026-06-15,Banana,Fruits,dozen,243.0,False
2026-06-22,Banana,Fruits,dozen,251.0,False
2026-06-29,Banana,Fruits,dozen,233.0,False
2026-07-06,Banana,Fruits,dozen,236.0,False
2026-07-13,Banana,Fruits,dozen,230.0,False
2026-07-20,Banana,Fruits,dozen,236.0,False
2026-07-27,Banana,Fruits,dozen,236.0,False
2026-08-03,Banana,Fruits,dozen,220.0,False
2023-08-14,Beef Meat,Poultry & Meat,kg,1051.0,False
2023-08-21,Beef Meat,Poultry & Meat,kg,1103.0,False
2023-08-28,Beef Meat,Poultry & Meat,kg,935.0,False
2023-09-04,Beef Meat,Poultry & Meat,kg,1049.0,False
2023-09-11,Beef Meat,Poultry & Meat,kg,1078.0,False
2023-09-18,Beef Meat,Poultry & Meat,kg,1035.0,False
2023-09-25,Beef Meat,Poultry & Meat,kg,983.0,False
2023-10-02,Beef Meat,Poultry & Meat,kg,1054.0,False
2023-10-09,Beef Meat,Poultry & Meat,kg,987.0,False
2023-10-16,Beef Meat,Poultry & Meat,kg,1054.0,False
2023-10-23,Beef Meat,Poultry & Meat,kg,998.0,False
2023-10-30,Beef Meat,Poultry & Meat,kg,980.0,False
2023-11-06,Beef Meat,Poultry & Meat,kg,1047.0,False
2023-11-13,Beef Meat,Poultry & Meat,kg,1020.0,False
2023-11-20,Beef Meat,Poultry & Meat,kg,899.0,False
2023-11-27,Beef Meat,Poultry & Meat,kg,930.0,False
2023-12-04,Beef Meat,Poultry & Meat,kg,952.0,False
2023-12-11,Beef Meat,Poultry & Meat,kg,967.0,False
2023-12-18,Beef Meat,Poultry & Meat,kg,962.0,False
2023-12-25,Beef Meat,Poultry & Meat,kg,948.0,False
2024-01-01,Beef Meat,Poultry & Meat,kg,1042.0,False
2024-01-08,Beef Meat,Poultry & Meat,kg,990.0,False
2024-01-15,Beef Meat,Poultry & Meat,kg,913.0,False
2024-01-22,Beef Meat,Poultry & Meat,kg,1030.0,False
2024-01-29,Beef Meat,Poultry & Meat,kg,951.0,False
2024-02-05,Beef Meat,Poultry & Meat,kg,939.0,False
2024-02-12,Beef Meat,Poultry & Meat,kg,1045.0,False
2024-02-19,Beef Meat,Poultry & Meat,kg,1051.0,False
2024-02-26,Beef Meat,Poultry & Meat,kg,1141.0,False
2024-03-04,Beef Meat,Poultry & Meat,kg,1098.0,False
2024-03-11,Beef Meat,Poultry & Meat,kg,1049.0,False
2024-03-18,Beef Meat,Poultry & Meat,kg,1113.0,False
2024-03-25,Beef Meat,Poultry & Meat,kg,1121.0,False
2024-04-01,Beef Meat,Poultry & Meat,kg,1172.0,False
2024-04-08,Beef Meat,Poultry & Meat,kg,1121.0,False
2024-04-15,Beef Meat,Poultry & Meat,kg,1123.0,False
2024-04-22,Beef Meat,Poultry & Meat,kg,1186.0,False
2024-04-29,Beef Meat,Poultry & Meat,kg,1210.0,False
2024-05-06,Beef Meat,Poultry & Meat,kg,1216.0,False
2024-05-13,Beef Meat,Poultry & Meat,kg,1180.0,False
2024-05-20,Beef Meat,Poultry & Meat,kg,1094.0,False
2024-05-27,Beef Meat,Poultry & Meat,kg,1225.0,False
2024-06-03,Beef Meat,Poultry & Meat,kg,1257.0,False
2024-06-10,Beef Meat,Poultry & Meat,kg,1234.0,False
2024-06-17,Beef Meat,Poultry & Meat,kg,1332.0,False
2024-06-24,Beef Meat,Poultry & Meat,kg,1203.0,False
2024-07-01,Beef Meat,Poultry & Meat,kg,1285.0,False
2024-07-08,Beef Meat,Poultry & Meat,kg,1268.0,False
2024-07-15,Beef Meat,Poultry & Meat,kg,1117.0,False
2024-07-22,Beef Meat,Poultry & Meat,kg,1253.0,False
2024-07-29,Beef Meat,Poultry & Meat,kg,1196.0,False
2024-08-05,Beef Meat,Poultry & Meat,kg,1247.0,False
2024-08-12,Beef Meat,Poultry & Meat,kg,1212.0,False
2024-08-19,Beef Meat,Poultry & Meat,kg,1225.0,False
2024-08-26,Beef Meat,Poultry & Meat,kg,1240.0,False
2024-09-02,Beef Meat,Poultry & Meat,kg,1220.0,False
2024-09-09,Beef Meat,Poultry & Meat,kg,1173.0,False
2024-09-16,Beef Meat,Poultry & Meat,kg,1272.0,False
2024-09-23,Beef Meat,Poultry & Meat,kg,1256.0,False
2024-09-30,Beef Meat,Poultry & Meat,kg,1188.0,False
2024-10-07,Beef Meat,Poultry & Meat,kg,1165.0,False
2024-10-14,Beef Meat,Poultry & Meat,kg,1208.0,False
2024-10-21,Beef Meat,Poultry & Meat,kg,1158.0,False
2024-10-28,Beef Meat,Poultry & Meat,kg,1171.0,False
2024-11-04,Beef Meat,Poultry & Meat,kg,1118.0,False
2024-11-11,Beef Meat,Poultry & Meat,kg,1153.0,False
2024-11-18,Beef Meat,Poultry & Meat,kg,1138.0,False
2024-11-25,Beef Meat,Poultry & Meat,kg,1140.0,False
2024-12-02,Beef Meat,Poultry & Meat,kg,1149.0,False
2024-12-09,Beef Meat,Poultry & Meat,kg,1136.0,False
2024-12-16,Beef Meat,Poultry & Meat,kg,1192.0,False
2024-12-23,Beef Meat,Poultry & Meat,kg,1200.0,False
2024-12-30,Beef Meat,Poultry & Meat,kg,1164.0,False
2025-01-06,Beef Meat,Poultry & Meat,kg,1221.0,False
2025-01-13,Beef Meat,Poultry & Meat,kg,1189.0,False
2025-01-20,Beef Meat,Poultry & Meat,kg,1192.0,False
2025-01-27,Beef Meat,Poultry & Meat,kg,1256.0,False
2025-02-03,Beef Meat,Poultry & Meat,kg,1322.0,False
2025-02-10,Beef Meat,Poultry & Meat,kg,1209.0,False
2025-02-17,Beef Meat,Poultry & Meat,kg,1242.0,False
2025-02-24,Beef Meat,Poultry & Meat,kg,1289.0,False
2025-03-03,Beef Meat,Poultry & Meat,kg,1221.0,False
2025-03-10,Beef Meat,Poultry & Meat,kg,1373.0,False
2025-03-17,Beef Meat,Poultry & Meat,kg,1265.0,False
2025-03-24,Beef Meat,Poultry & Meat,kg,1280.0,False
2025-03-31,Beef Meat,Poultry & Meat,kg,1363.0,False
2025-04-07,Beef Meat,Poultry & Meat,kg,1402.0,False
2025-04-14,Beef Meat,Poultry & Meat,kg,1360.0,False
2025-04-21,Beef Meat,Poultry & Meat,kg,1353.0,False
2025-04-28,Beef Meat,Poultry & Meat,kg,1432.0,False
2025-05-05,Beef Meat,Poultry & Meat,kg,1387.0,False
2025-05-12,Beef Meat,Poultry & Meat,kg,1556.0,False
2025-05-19,Beef Meat,Poultry & Meat,kg,1356.0,False
2025-05-26,Beef Meat,Poultry & Meat,kg,1492.0,False
2025-06-02,Beef Meat,Poultry & Meat,kg,1468.0,False
2025-06-09,Beef Meat,Poultry & Meat,kg,1404.0,False
2025-06-16,Beef Meat,Poultry & Meat,kg,1523.0,False
2025-06-23,Beef Meat,Poultry & Meat,kg,1567.0,False
2025-06-30,Beef Meat,Poultry & Meat,kg,1426.0,False
2025-07-07,Beef Meat,Poultry & Meat,kg,1444.0,False
2025-07-14,Beef Meat,Poultry & Meat,kg,1498.0,False
2025-07-21,Beef Meat,Poultry & Meat,kg,1518.0,False
2025-07-28,Beef Meat,Poultry & Meat,kg,1483.0,False
2025-08-04,Beef Meat,Poultry & Meat,kg,1396.0,False
2025-08-11,Beef Meat,Poultry & Meat,kg,1342.0,False
2025-08-18,Beef Meat,Poultry & Meat,kg,1493.0,False
2025-08-25,Beef Meat,Poultry & Meat,kg,1501.0,False
2025-09-01,Beef Meat,Poultry & Meat,kg,1435.0,False
2025-09-08,Beef Meat,Poultry & Meat,kg,1525.0,False
2025-09-15,Beef Meat,Poultry & Meat,kg,1363.0,False
2025-09-22,Beef Meat,Poultry & Meat,kg,1362.0,False
2025-09-29,Beef Meat,Poultry & Meat,kg,1470.0,False
2025-10-06,Beef Meat,Poultry & Meat,kg,1406.0,False
2025-10-13,Beef Meat,Poultry & Meat,kg,1387.0,False
2025-10-20,Beef Meat,Poultry & Meat,kg,1396.0,False
2025-10-27,Beef Meat,Poultry & Meat,kg,1341.0,False
2025-11-03,Beef Meat,Poultry & Meat,kg,1290.0,False
2025-11-10,Beef Meat,Poultry & Meat,kg,1383.0,False
2025-11-17,Beef Meat,Poultry & Meat,kg,1388.0,False
2025-11-24,Beef Meat,Poultry & Meat,kg,1368.0,False
2025-12-01,Beef Meat,Poultry & Meat,kg,1366.0,False
2025-12-08,Beef Meat,Poultry & Meat,kg,1346.0,False
2025-12-15,Beef Meat,Poultry & Meat,kg,1266.0,False
2025-12-22,Beef Meat,Poultry & Meat,kg,1386.0,False
2025-12-29,Beef Meat,Poultry & Meat,kg,1468.0,False
2026-01-05,Beef Meat,Poultry & Meat,kg,1320.0,False
2026-01-12,Beef Meat,Poultry & Meat,kg,1354.0,False
2026-01-19,Beef Meat,Poultry & Meat,kg,1429.0,False
2026-01-26,Beef Meat,Poultry & Meat,kg,1367.0,False
2026-02-02,Beef Meat,Poultry & Meat,kg,1399.0,False
2026-02-09,Beef Meat,Poultry & Meat,kg,1459.0,False
2026-02-16,Beef Meat,Poultry & Meat,kg,1481.0,False
2026-02-23,Beef Meat,Poultry & Meat,kg,1479.0,False
2026-03-02,Beef Meat,Poultry & Meat,kg,1491.0,False
2026-03-09,Beef Meat,Poultry & Meat,kg,1457.0,False
2026-03-16,Beef Meat,Poultry & Meat,kg,1528.0,False
2026-03-23,Beef Meat,Poultry & Meat,kg,1574.0,False
2026-03-30,Beef Meat,Poultry & Meat,kg,1738.0,False
2026-04-06,Beef Meat,Poultry & Meat,kg,1627.0,False
2026-04-13,Beef Meat,Poultry & Meat,kg,1688.0,False
2026-04-20,Beef Meat,Poultry & Meat,kg,1600.0,False
2026-04-27,Beef Meat,Poultry & Meat,kg,1601.0,False
2026-05-04,Beef Meat,Poultry & Meat,kg,1741.0,False
2026-05-11,Beef Meat,Poultry & Meat,kg,1694.0,False
2026-05-18,Beef Meat,Poultry & Meat,kg,1763.0,False
2026-05-25,Beef Meat,Poultry & Meat,kg,1723.0,False
2026-06-01,Beef Meat,Poultry & Meat,kg,1693.0,False
2026-06-08,Beef Meat,Poultry & Meat,kg,1753.0,False
2026-06-15,Beef Meat,Poultry & Meat,kg,1728.0,False
2026-06-22,Beef Meat,Poultry & Meat,kg,1615.0,False
2026-06-29,Beef Meat,Poultry & Meat,kg,1697.0,False
2026-07-06,Beef Meat,Poultry & Meat,kg,1685.0,False
2026-07-13,Beef Meat,Poultry & Meat,kg,1719.0,False
2026-07-20,Beef Meat,Poultry & Meat,kg,1691.0,False
2026-07-27,Beef Meat,Poultry & Meat,kg,1729.0,False
2026-08-03,Beef Meat,Poultry & Meat,kg,1828.0,False
2023-08-14,Cabbage,Vegetables,kg,53.0,False
2023-08-21,Cabbage,Vegetables,kg,54.0,False
2023-08-28,Cabbage,Vegetables,kg,55.0,False
2023-09-04,Cabbage,Vegetables,kg,52.0,False
2023-09-11,Cabbage,Vegetables,kg,52.0,False
2023-09-18,Cabbage,Vegetables,kg,57.0,False
2023-09-25,Cabbage,Vegetables,kg,62.0,False
2023-10-02,Cabbage,Vegetables,kg,64.0,False
2023-10-09,Cabbage,Vegetables,kg,61.0,False
2023-10-16,Cabbage,Vegetables,kg,59.0,False
2023-10-23,Cabbage,Vegetables,kg,57.0,False
2023-10-30,Cabbage,Vegetables,kg,61.0,False
2023-11-06,Cabbage,Vegetables,kg,64.0,False
2023-11-13,Cabbage,Vegetables,kg,64.0,False
2023-11-20,Cabbage,Vegetables,kg,66.0,False
2023-11-27,Cabbage,Vegetables,kg,69.0,False
2023-12-04,Cabbage,Vegetables,kg,72.0,False
2023-12-11,Cabbage,Vegetables,kg,71.0,False
2023-12-18,Cabbage,Vegetables,kg,72.0,False
2023-12-25,Cabbage,Vegetables,kg,75.0,False
2024-01-01,Cabbage,Vegetables,kg,69.0,False
2024-01-08,Cabbage,Vegetables,kg,74.0,False
2024-01-15,Cabbage,Vegetables,kg,76.0,False
2024-01-22,Cabbage,Vegetables,kg,72.0,False
2024-01-29,Cabbage,Vegetables,kg,68.0,False
2024-02-05,Cabbage,Vegetables,kg,82.0,False
2024-02-12,Cabbage,Vegetables,kg,72.0,False
2024-02-19,Cabbage,Vegetables,kg,76.0,False
2024-02-26,Cabbage,Vegetables,kg,78.0,False
2024-03-04,Cabbage,Vegetables,kg,68.0,False
2024-03-11,Cabbage,Vegetables,kg,68.0,False
